电视公告,#genre#
中央14高清,http://101.18.30.19:808/tsfile/live/0014_1.m3u8?key=txiptv
中央15高清,http://101.18.30.19:808/tsfile/live/0015_1.m3u8?key=txiptv
中央17高清,http://101.18.30.19:808/tsfile/live/0016_1.m3u8?key=txiptv
中央5+高清,http://101.18.30.19:808/tsfile/live/0017_1.m3u8?key=txiptv
河北卫视高清,http://101.18.30.19:808/tsfile/live/0018_1.m3u8?key=txiptv
河北经济生活高清,http://101.18.30.19:808/tsfile/live/0019_1.m3u8?key=txiptv
河北都市高清,http://101.18.30.19:808/tsfile/live/1000_1.m3u8?key=txiptv
河北影视剧高清,http://101.18.30.19:808/tsfile/live/1001_1.m3u8?key=txiptv
河北少儿科教高清,http://101.18.30.19:808/tsfile/live/1002_1.m3u8?key=txiptv
河北公共高清,http://101.18.30.19:808/tsfile/live/1003_1.m3u8?key=txiptv
河北农民高清,http://101.18.30.19:808/tsfile/live/1004_1.m3u8?key=txiptv
河北杂技,http://101.18.30.19:808/tsfile/live/1005_1.m3u8?key=txiptv
保定新闻综合,http://101.18.30.19:808/tsfile/live/1006_1.m3u8?key=txiptv
保定公共频道,http://101.18.30.19:808/tsfile/live/1007_1.m3u8?key=txiptv
保定生活健康,http://101.18.30.19:808/tsfile/live/1008_1.m3u8?key=txiptv
湖南卫视高清,http://101.18.30.19:808/tsfile/live/1009_1.m3u8?key=txiptv
浙江卫视高清,http://101.18.30.19:808/tsfile/live/1010_1.m3u8?key=txiptv
江苏卫视高清,http://101.18.30.19:808/tsfile/live/1011_1.m3u8?key=txiptv
安徽卫视高清,http://101.18.30.19:808/tsfile/live/1012_1.m3u8?key=txiptv
东南卫视高清,http://101.18.30.19:808/tsfile/live/1013_1.m3u8?key=txiptv
北京卫视高清,http://101.18.30.19:808/tsfile/live/1014_1.m3u8?key=txiptv
天津卫视高清,http://101.18.30.19:808/tsfile/live/1015_1.m3u8?key=txiptv
辽宁卫视高清,http://101.18.30.19:808/tsfile/live/1016_1.m3u8?key=txiptv
山东卫视高清,http://101.18.30.19:808/tsfile/live/1017_1.m3u8?key=txiptv
云南卫视,http://101.18.30.19:808/tsfile/live/0119_1.m3u8?key=txiptv
河南卫视高清,http://101.18.30.19:808/tsfile/live/1018_1.m3u8?key=txiptv
黑龙江卫视高清,http://101.18.30.19:808/tsfile/live/1019_1.m3u8?key=txiptv
四川卫视高清,http://101.18.30.19:808/tsfile/live/1020_1.m3u8?key=txiptv
江西卫视高清,http://101.18.30.19:808/tsfile/live/1021_1.m3u8?key=txiptv
贵州卫视高清,http://101.18.30.19:808/tsfile/live/1022_1.m3u8?key=txiptv
深圳卫视高清,http://101.18.30.19:808/tsfile/live/1023_1.m3u8?key=txiptv
湖北卫视高清,http://101.18.30.19:808/tsfile/live/1024_1.m3u8?key=txiptv
东方卫视高清,http://101.18.30.19:808/tsfile/live/1025_1.m3u8?key=txiptv
重庆卫视高清,http://101.18.30.19:808/tsfile/live/1026_1.m3u8?key=txiptv
广东卫视高清,http://101.18.30.19:808/tsfile/live/1027_1.m3u8?key=txiptv
广西卫视,http://101.18.30.19:808/tsfile/live/0113_1.m3u8?key=txiptv
吉林卫视高清,http://101.18.30.19:808/tsfile/live/1028_1.m3u8?key=txiptv
陕西卫视,http://101.18.30.19:808/tsfile/live/0136_1.m3u8?key=txiptv
内蒙古卫视,http://101.18.30.19:808/tsfile/live/0109_1.m3u8?key=txiptv
青海卫视,http://101.18.30.19:808/tsfile/live/0140_1.m3u8?key=txiptv
海南卫视,http://101.18.30.19:808/tsfile/live/1029_1.m3u8?key=txiptv
宁夏卫视,http://101.18.30.19:808/tsfile/live/0112_1.m3u8?key=txiptv
西藏卫视,http://101.18.30.19:808/tsfile/live/0111_1.m3u8?key=txiptv
新疆卫视,http://101.18.30.19:808/tsfile/live/0110_1.m3u8?key=txiptv
山东教育,http://101.18.30.19:808/tsfile/live/1030_1.m3u8?key=txiptv
纪实人文高清,http://101.18.30.19:808/tsfile/live/1033_1.m3u8?key=txiptv
金鹰卡通,http://101.18.30.19:808/tsfile/live/1031_1.m3u8?key=txiptv
CETV1,http://101.18.30.19:808/tsfile/live/1034_1.m3u8?key=txiptv
BTV冬奥纪实高清,http://101.18.30.19:808/tsfile/live/1035_1.m3u8?key=txiptv
金鹰纪实高清,http://101.18.30.19:808/tsfile/live/1036_1.m3u8?key=txiptv
CETV2,http://101.18.30.19:808/tsfile/live/1037_1.m3u8?key=txiptv
CETV4,http://101.18.30.19:808/tsfile/live/1038_1.m3u8?key=txiptv
中国交通,http://101.18.30.19:808/tsfile/live/1039_1.m3u8?key=txiptv
三沙卫视,http://101.18.30.19:808/tsfile/live/0150_1.m3u8?key=txiptv

山东地方台,#genre#
长清新闻,http://xxwx.yoesun.com/iqilu.php?id=jncqxw
长清生活,http://xxwx.yoesun.com/iqilu.php?id=jncqsh
济铁电视台,http://xxwx.yoesun.com/iqilu.php?id=jnjrtv
济阳综合,http://xxwx.yoesun.com/iqilu.php?id=jnjyzh
济阳影视,http://xxwx.yoesun.com/iqilu.php?id=jnjyys
历城新闻综合,http://xxwx.yoesun.com/iqilu.php?id=jnlcxw
平阴综合,http://xxwx.yoesun.com/iqilu.php?id=jnpyzh
平阴乡村振兴,http://xxwx.yoesun.com/iqilu.php?id=jnpyxc
商河综合,http://xxwx.yoesun.com/iqilu.php?id=jnshzh
商河影视,http://xxwx.yoesun.com/iqilu.php?id=jnshys
章丘综合,http://xxwx.yoesun.com/iqilu.php?id=jnzqzh
章丘公共,http://xxwx.yoesun.com/iqilu.php?id=jnzqgg
东营新闻综合,http://xxwx.yoesun.com/iqilu.php?id=dyxwzh
东营公共,http://xxwx.yoesun.com/iqilu.php?id=dygg
东营公共2,http://xxwx.yoesun.com/iqilu.php?id=dygg2
东营科教,http://xxwx.yoesun.com/iqilu.php?id=dykj
东营区新闻综合,http://xxwx.yoesun.com/iqilu.php?id=dydyqxw
东营区科教影视,http://xxwx.yoesun.com/iqilu.php?id=dydyqkj
广饶综合,http://xxwx.yoesun.com/iqilu.php?id=dygrzh
广饶科教文艺,http://xxwx.yoesun.com/iqilu.php?id=dygrkj
垦利新闻综合,http://xxwx.yoesun.com/iqilu.php?id=dyklxw
利津综合,http://xxwx.yoesun.com/iqilu.php?id=dyljzh
利津文化生活,http://xxwx.yoesun.com/iqilu.php?id=dyljwh
黄岛综合,http://xxwx.yoesun.com/iqilu.php?id=qdhdzh
黄岛生活,http://xxwx.yoesun.com/iqilu.php?id=qdhdsh
即墨综合,http://xxwx.yoesun.com/iqilu.php?id=qdjmzh
即墨生活服务,http://xxwx.yoesun.com/iqilu.php?id=qdjmsh
胶州综合,http://xxwx.yoesun.com/iqilu.php?id=qdjzzh
胶州生活,http://xxwx.yoesun.com/iqilu.php?id=qdjzsh
李沧TV,http://xxwx.yoesun.com/iqilu.php?id=qdlc
崂山TV,http://xxwx.yoesun.com/iqilu.php?id=qdls
莱西综合,http://xxwx.yoesun.com/iqilu.php?id=qdlxzh
莱西生活,http://xxwx.yoesun.com/iqilu.php?id=qdlxsh
平度新闻综合,http://xxwx.yoesun.com/iqilu.php?id=qdpdxw
平度生活服务,http://xxwx.yoesun.com/iqilu.php?id=qdpdsh
潍坊新闻综合,http://xxwx.yoesun.com/iqilu.php?id=wfxwzh
潍坊生活,http://xxwx.yoesun.com/iqilu.php?id=wfsh
潍坊影视综艺,http://xxwx.yoesun.com/iqilu.php?id=wfyswy
潍坊科教文旅,http://xxwx.yoesun.com/iqilu.php?id=wfkjwl
潍坊高新区,http://xxwx.yoesun.com/iqilu.php?id=wfgxq
安丘综合,http://xxwx.yoesun.com/iqilu.php?id=wfaqzh
安丘民生,http://xxwx.yoesun.com/iqilu.php?id=wfaqms
滨海新闻综合,http://xxwx.yoesun.com/iqilu.php?id=wfbhxw
昌乐综合,http://xxwx.yoesun.com/iqilu.php?id=wfclzh
昌邑综合,http://xxwx.yoesun.com/iqilu.php?id=wfcyzh
昌邑经济生活,http://xxwx.yoesun.com/iqilu.php?id=wfcyjj
坊子新闻综合,http://xxwx.yoesun.com/iqilu.php?id=wffzxw
高密综合,http://xxwx.yoesun.com/iqilu.php?id=wfgmzh
高密党建农科,http://xxwx.yoesun.com/iqilu.php?id=wfgmdj
潍坊高新区电视,http://xxwx.yoesun.com/iqilu.php?id=wfgxq
寒亭新闻,http://xxwx.yoesun.com/iqilu.php?id=wfhtxw
奎文电视台,http://xxwx.yoesun.com/iqilu.php?id=wfkwtv
临朐新闻综合,http://xxwx.yoesun.com/iqilu.php?id=wflqxw
青州综合,http://xxwx.yoesun.com/iqilu.php?id=wfqzzh
青州文化旅游,http://xxwx.yoesun.com/iqilu.php?id=wfqzwh
潍城TV,http://xxwx.yoesun.com/iqilu.php?id=wfwc
诸城新闻综合,http://xxwx.yoesun.com/iqilu.php?id=wfzcxw
诸城生活娱乐,http://xxwx.yoesun.com/iqilu.php?id=wfzcsh
长岛TV,http://xxwx.yoesun.com/iqilu.php?id=ytcd
福山综合,http://xxwx.yoesun.com/iqilu.php?id=ytfszh
福山生活,http://xxwx.yoesun.com/iqilu.php?id=ytfssh
海阳综合,http://xxwx.yoesun.com/iqilu.php?id=ythyzh
龙口综合,http://xxwx.yoesun.com/iqilu.php?id=ytlkzh
龙口生活,http://xxwx.yoesun.com/iqilu.php?id=ytlksh
莱山综合,http://xxwx.yoesun.com/iqilu.php?id=ytlszh
莱山影视,http://xxwx.yoesun.com/iqilu.php?id=ytlsys
莱阳综合,http://xxwx.yoesun.com/iqilu.php?id=ytlyzh
莱阳民生综艺,http://xxwx.yoesun.com/iqilu.php?id=ytlyms
莱州综合,http://xxwx.yoesun.com/iqilu.php?id=ytlzzh
牟平综合,http://xxwx.yoesun.com/iqilu.php?id=ytmpzh
蓬莱综合,http://xxwx.yoesun.com/iqilu.php?id=ytplzh
蓬莱综艺,http://xxwx.yoesun.com/iqilu.php?id=ytplzy
栖霞综合,http://xxwx.yoesun.com/iqilu.php?id=ytqxzh
栖霞苹果,http://xxwx.yoesun.com/iqilu.php?id=ytqxpg
招远综合,http://xxwx.yoesun.com/iqilu.php?id=ytzyzh
招远综艺,http://xxwx.yoesun.com/iqilu.php?id=ytzyzy
博山新闻,http://xxwx.yoesun.com/iqilu.php?id=zbbsxw
博山图文,http://xxwx.yoesun.com/iqilu.php?id=zbbstw
高青综合,http://xxwx.yoesun.com/iqilu.php?id=zbgqzh
高青影视,http://xxwx.yoesun.com/iqilu.php?id=zbgqys
桓台综合,http://xxwx.yoesun.com/iqilu.php?id=zbht1
桓台影视,http://xxwx.yoesun.com/iqilu.php?id=zbht2
临淄新闻综合,http://xxwx.yoesun.com/iqilu.php?id=zblzxw
临淄生活服务,http://xxwx.yoesun.com/iqilu.php?id=zblzsh
沂源综合,http://xxwx.yoesun.com/iqilu.php?id=zbyyzh
沂源生活,http://xxwx.yoesun.com/iqilu.php?id=zbyysh
淄川新闻,http://xxwx.yoesun.com/iqilu.php?id=zbzcxw
淄川生活,http://xxwx.yoesun.com/iqilu.php?id=zbzcsh
张店综合,http://xxwx.yoesun.com/iqilu.php?id=zbzd1
张店2,http://xxwx.yoesun.com/iqilu.php?id=zbzd2
周村新闻,http://xxwx.yoesun.com/iqilu.php?id=zbzctv1
周村生活,http://xxwx.yoesun.com/iqilu.php?id=zbzctv2
山亭综合,http://xxwx.yoesun.com/iqilu.php?id=zzstzh
枣庄市中综合,http://xxwx.yoesun.com/iqilu.php?id=zzszzh
台儿庄新闻综合,http://xxwx.yoesun.com/iqilu.php?id=zztezxw
滕州综合,http://xxwx.yoesun.com/iqilu.php?id=zztzzh
滕州民生,http://xxwx.yoesun.com/iqilu.php?id=zztzms
薛城新闻综合,http://xxwx.yoesun.com/iqilu.php?id=zzxcxw
峄城综合,http://xxwx.yoesun.com/iqilu.php?id=zzyczh
滨城TV,http://xxwx.yoesun.com/iqilu.php?id=bzbctv
博兴综合,http://xxwx.yoesun.com/iqilu.php?id=bzbxzh
博兴生活,http://xxwx.yoesun.com/iqilu.php?id=bzbxsh
惠民综合,http://xxwx.yoesun.com/iqilu.php?id=bzhmzh
惠民影视,http://xxwx.yoesun.com/iqilu.php?id=bzhmys
无棣综合,http://xxwx.yoesun.com/iqilu.php?id=bzwdzh
无棣综艺,http://xxwx.yoesun.com/iqilu.php?id=bzwdzy
阳信新闻综合,http://xxwx.yoesun.com/iqilu.php?id=bzyxxw
沾化综合,http://xxwx.yoesun.com/iqilu.php?id=bzzhzh
沾化综艺,http://xxwx.yoesun.com/iqilu.php?id=bzzhzy
邹平综合,http://xxwx.yoesun.com/iqilu.php?id=bzzpzh
邹平民生,http://xxwx.yoesun.com/iqilu.php?id=bzzpms
德州新闻综合,http://xxwx.yoesun.com/iqilu.php?id=dzxwzh
德州经济生活,http://xxwx.yoesun.com/iqilu.php?id=dzjjsh
德州图文,http://xxwx.yoesun.com/iqilu.php?id=dztw
陵城综合,http://xxwx.yoesun.com/iqilu.php?id=dzlczh
乐陵新闻综合,http://xxwx.yoesun.com/iqilu.php?id=dzllxw
乐陵城市生活,http://xxwx.yoesun.com/iqilu.php?id=dzllcs
临邑1,http://xxwx.yoesun.com/iqilu.php?id=dzly1
临邑2,http://xxwx.yoesun.com/iqilu.php?id=dzly2
宁津综合,http://xxwx.yoesun.com/iqilu.php?id=dznjzh
平原综合,http://xxwx.yoesun.com/iqilu.php?id=dzpyzh
齐河综合,http://xxwx.yoesun.com/iqilu.php?id=dzqhzh
庆云综合,http://xxwx.yoesun.com/iqilu.php?id=dzqyzh
庆云生活,http://xxwx.yoesun.com/iqilu.php?id=dzqysh
武城综合,http://xxwx.yoesun.com/iqilu.php?id=dzwczh
武城综艺影视,http://xxwx.yoesun.com/iqilu.php?id=dzwczy
夏津综合,http://xxwx.yoesun.com/iqilu.php?id=dzxjzh
夏津公共,http://xxwx.yoesun.com/iqilu.php?id=dzxjgg
禹城综合,http://xxwx.yoesun.com/iqilu.php?id=dzyczh
禹城综艺,http://xxwx.yoesun.com/iqilu.php?id=dzyczy
成武综合,http://xxwx.yoesun.com/iqilu.php?id=hzcwzh
成武综艺,http://xxwx.yoesun.com/iqilu.php?id=hzcwzy
曹县综合,http://xxwx.yoesun.com/iqilu.php?id=hzcxzh
东明新闻综合,http://xxwx.yoesun.com/iqilu.php?id=hzdmxw
定陶新闻,http://xxwx.yoesun.com/iqilu.php?id=hzdt1
定陶综艺,http://xxwx.yoesun.com/iqilu.php?id=hzdt2
鄄城综合,http://xxwx.yoesun.com/iqilu.php?id=hzjczh
巨野新闻,http://xxwx.yoesun.com/iqilu.php?id=hzjyxw
牡丹区新闻综合,http://xxwx.yoesun.com/iqilu.php?id=hzmdxw
牡丹区综艺,http://xxwx.yoesun.com/iqilu.php?id=hzmdzy
单县综合,http://xxwx.yoesun.com/iqilu.php?id=hzsxzh
郓城新闻,http://xxwx.yoesun.com/iqilu.php?id=hzycxw
郓城综艺,http://xxwx.yoesun.com/iqilu.php?id=hzyczy
嘉祥综合,http://xxwx.yoesun.com/iqilu.php?id=jijiazh
嘉祥生活,http://xxwx.yoesun.com/iqilu.php?id=jijiash
金乡综合,http://xxwx.yoesun.com/iqilu.php?id=jijxzh
金乡生活,http://xxwx.yoesun.com/iqilu.php?id=jijxsh
梁山综合,http://xxwx.yoesun.com/iqilu.php?id=jilszh
曲阜新闻综合,http://xxwx.yoesun.com/iqilu.php?id=jiqfxw
任城新闻综合,http://xxwx.yoesun.com/iqilu.php?id=jircxw
任城影视娱乐,http://xxwx.yoesun.com/iqilu.php?id=jircys
泗水新闻综合,http://xxwx.yoesun.com/iqilu.php?id=jissxw
泗水文化生活,http://xxwx.yoesun.com/iqilu.php?id=jisswh
微山综合,http://xxwx.yoesun.com/iqilu.php?id=jiws1
微山2套,http://xxwx.yoesun.com/iqilu.php?id=jiws2
汶上综合,http://xxwx.yoesun.com/iqilu.php?id=jiwszh
汶上生活,http://xxwx.yoesun.com/iqilu.php?id=jiwssh
鱼台新闻,http://xxwx.yoesun.com/iqilu.php?id=jiytxw
鱼台生活,http://xxwx.yoesun.com/iqilu.php?id=jiytsh
兖州新闻,http://xxwx.yoesun.com/iqilu.php?id=jiyzxw
兖州生活,http://xxwx.yoesun.com/iqilu.php?id=jiyzsh
邹城综合,http://xxwx.yoesun.com/iqilu.php?id=jizczh
邹城文化生活,http://xxwx.yoesun.com/iqilu.php?id=jizcwh
茌平综合,http://xxwx.yoesun.com/iqilu.php?id=lccpzh
茌平生活,http://xxwx.yoesun.com/iqilu.php?id=lccpsh
东昌综合,http://xxwx.yoesun.com/iqilu.php?id=lcdczh
东阿综合,http://xxwx.yoesun.com/iqilu.php?id=lcdezh
东阿综艺,http://xxwx.yoesun.com/iqilu.php?id=lcdezy
高唐综合,http://xxwx.yoesun.com/iqilu.php?id=lcgtzh
高唐综艺,http://xxwx.yoesun.com/iqilu.php?id=lcgtzy
冠县综合,http://xxwx.yoesun.com/iqilu.php?id=lcgxzh
临清综合,http://xxwx.yoesun.com/iqilu.php?id=lclqzh
临清经济信息,http://xxwx.yoesun.com/iqilu.php?id=lclqjj
莘县综合,http://xxwx.yoesun.com/iqilu.php?id=lcsxzh
莘县生活,http://xxwx.yoesun.com/iqilu.php?id=lcsxsh
阳谷综合,http://xxwx.yoesun.com/iqilu.php?id=lcygzh
阳谷影视,http://xxwx.yoesun.com/iqilu.php?id=lcygys
临沂综合,http://xxwx.yoesun.com/iqilu.php?id=lyzh
临沂公共,http://xxwx.yoesun.com/iqilu.php?id=lygg
临沂农科,http://xxwx.yoesun.com/iqilu.php?id=lynk
费县综合,http://xxwx.yoesun.com/iqilu.php?id=lyfxzh
费县生活,http://xxwx.yoesun.com/iqilu.php?id=lyfxsh
河东影视,http://xxwx.yoesun.com/iqilu.php?id=lyhdys
河东综合,http://xxwx.yoesun.com/iqilu.php?id=lyhdzh
莒南综合,http://xxwx.yoesun.com/iqilu.php?id=lyjnzh
莒南影视,http://xxwx.yoesun.com/iqilu.php?id=lyjnys
兰陵综合,http://xxwx.yoesun.com/iqilu.php?id=lyllzh
兰陵公共,http://xxwx.yoesun.com/iqilu.php?id=lyllgg
兰山综合,http://xxwx.yoesun.com/iqilu.php?id=lylszh
临沭综合,http://xxwx.yoesun.com/iqilu.php?id=lyls1
临沭生活,http://xxwx.yoesun.com/iqilu.php?id=lyls2
罗庄综合,http://xxwx.yoesun.com/iqilu.php?id=lylzzh
罗庄影视,http://xxwx.yoesun.com/iqilu.php?id=lylzys
蒙阴综合,http://xxwx.yoesun.com/iqilu.php?id=lymy1
蒙阴2套,http://xxwx.yoesun.com/iqilu.php?id=lymy2
平邑综合,http://xxwx.yoesun.com/iqilu.php?id=lypyzh
平邑生活,http://xxwx.yoesun.com/iqilu.php?id=lypysh
郯城综合,http://xxwx.yoesun.com/iqilu.php?id=lytc1
郯城2套,http://xxwx.yoesun.com/iqilu.php?id=lytc2
沂南综合,http://xxwx.yoesun.com/iqilu.php?id=lyynzh
沂南红色影视,http://xxwx.yoesun.com/iqilu.php?id=lyynys
沂水综合,http://xxwx.yoesun.com/iqilu.php?id=lyys1
沂水生活,http://xxwx.yoesun.com/iqilu.php?id=lyys2
莒县综合,http://xxwx.yoesun.com/iqilu.php?id=rzjx1
莒县2套,http://xxwx.yoesun.com/iqilu.php?id=rzjx2
岚山TV,http://xxwx.yoesun.com/iqilu.php?id=rzls
五莲综合,http://xxwx.yoesun.com/iqilu.php?id=rzwlzh
五莲文化旅游,http://xxwx.yoesun.com/iqilu.php?id=rzwlwh
东平综合,http://xxwx.yoesun.com/iqilu.php?id=tadpzh
东平民生,http://xxwx.yoesun.com/iqilu.php?id=tadpms
岱岳TV,http://xxwx.yoesun.com/iqilu.php?id=tady
肥城综合,http://xxwx.yoesun.com/iqilu.php?id=tafczh
肥城生活,http://xxwx.yoesun.com/iqilu.php?id=tafcsh
宁阳综合,http://xxwx.yoesun.com/iqilu.php?id=tany1
宁阳2套,http://xxwx.yoesun.com/iqilu.php?id=tany2
泰山TV,http://xxwx.yoesun.com/iqilu.php?id=tats
新泰综合,http://xxwx.yoesun.com/iqilu.php?id=taxtzh
新泰乡村,http://xxwx.yoesun.com/iqilu.php?id=taxtxc
威海新闻综合,http://xxwx.yoesun.com/iqilu.php?id=whxwzh
威海都市生活,http://xxwx.yoesun.com/iqilu.php?id=whdssh
威海海洋,http://xxwx.yoesun.com/iqilu.php?id=whhy
威海环翠综合,http://xxwx.yoesun.com/iqilu.php?id=whhczh
荣成综合,http://xxwx.yoesun.com/iqilu.php?id=whrczh
荣成生活,http://xxwx.yoesun.com/iqilu.php?id=whrcsh
乳山综合,http://xxwx.yoesun.com/iqilu.php?id=whrszh
乳山生活,http://xxwx.yoesun.com/iqilu.php?id=whrssh
文登TV1,http://xxwx.yoesun.com/iqilu.php?id=whwd1
文登TV2,http://xxwx.yoesun.com/iqilu.php?id=whwd2




港台极速,#genre#

中视新闻,http://zb.xmzb.xyz/888.php?id=失效kbnvvkk一13
三立INEWS,http://zb.xmzb.xyz/888.php?id=失效kbnvvkk一三立INEWS
东森幼幼,http://zb.xmzb.xyz/888.php?id=失效kbnvvkk一东森幼幼
好消息1,https://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8
好消息2,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8
凤凰中文,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一1
凤凰资讯,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一凤凰资讯
凤凰香港,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一凤凰香港
有线新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一有线新闻
18台,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一十八台
无线新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一无线新闻
翡翠,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一翡翠
明珠,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一明珠
HOY TV,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一HOYTV
TVBS,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一TVBS
TVBS Plus,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一TVBP
TVBS新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一TVBS新闻
TVB欢乐,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一TVBS欢乐
中天新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一中天新闻
中天亚洲,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一中天亚洲
台视新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一台视新闻
华视新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一华视新闻
台视财经,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一台视财经
中视新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一中视新闻
非凡新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一非凡新闻
镜新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一镜新闻
东森新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一东森新闻
东森财经,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一东森财经
半岛新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一半岛新闻
民视新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一民视新闻
民视台湾,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一民视台湾
寰宇新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一寰宇新闻
影迷电影,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一影迷电影
AMC电影,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一AMC电影
靖天电影,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一靖天电影
龙华电影,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一龙华电影
龙华经典,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一龙华经典
中视经典,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一中视经典
八大精彩,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一八大精彩
爱尔达娱乐,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一爱尔达娱乐
台湾戏剧,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一台湾戏剧
TVB星河,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一三立INEW
三立台湾,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一三立台湾
纬来体育,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一纬来体育
年代新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一年代新闻
民视,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一民视
台视,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一台视
华视,http://zb.xmzb.xyz/123.php?id=⚽马上oeepppo一华视
翡翠台,http://zb.xmzb.xyz/888.php?id=be一翡翠台
星空,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一星空
功夫,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一功夫
无线新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一1
TVB Plus,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一2
明珠台,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一3
无线卫星亚洲台,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一4
天映经典,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一天映经典
天映电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一天映电影
东森电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一东森电影
美亚电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一美亚电影
POPC,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一POPC
黄金华剧场,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一黄金华
澳门莲花,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一澳门莲花
中国电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一中国电影
星河国语,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一星河国语
纬来电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一纬来电影
龙祥时代,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一龙祥时代
龙祥电影,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一龙祥电影
CHC影迷,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一CHC影迷
CHC动作,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一CHC动作
CHC家庭,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一CHC家庭
爱尔达综合,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一爱尔达综合
TVBS,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一TVBS
VIU,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一VIU
VIU6,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一VIU6
公视,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一6
壹新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一7
年代新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一8
三立新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一10
中天CIT,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一11
中视新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一13
民视第一台,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一14
民视新闻台,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一15
台视新闻,http://zb.xmzb.xyz/888.php?id=失效kbhvvkk一17
